Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-tloe,branch-b7np,randomiser-oo54,randomiser-5zfx,randomiser-rrwr,randomiser-39gv,branch-m511,quota-so7f,quota-bi7i,Randomise questionnaire elements?,Question Key,Response
1,1704239648751,02/01/2024 23:54:08,1704239647795,0,02/01/2024 23:54:07,158033,3,questionnaire-4eaj,,33925106,BLIND,10040343,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1360x768,1360x647,,,,Demographics Questionnaire,4,,control,,,,set 2,Controls,ACCEPT,,No,BEGIN QUESTIONNAIRE,
2,1704239740815,02/01/2024 23:55:40,1704239739897,0,02/01/2024 23:55:39,158033,3,questionnaire-4eaj,,33925106,BLIND,10040343,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1360x768,1345x647,,,,Demographics Questionnaire,4,,control,,,,set 2,Controls,ACCEPT,,No,Age,63
3,1704239740903,02/01/2024 23:55:40,1704239739899,0,02/01/2024 23:55:39,158033,3,questionnaire-4eaj,,33925106,BLIND,10040343,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1360x768,1345x647,,,,Demographics Questionnaire,4,,control,,,,set 2,Controls,ACCEPT,,No,Gender,Man
4,1704239740903,02/01/2024 23:55:40,1704239739899,0,02/01/2024 23:55:39,158033,3,questionnaire-4eaj,,33925106,BLIND,10040343,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1360x768,1345x647,,,,Demographics Questionnaire,4,,control,,,,set 2,Controls,ACCEPT,,No,Gender-quantised,1
5,1704239740903,02/01/2024 23:55:40,1704239739899,0,02/01/2024 23:55:39,158033,3,questionnaire-4eaj,,33925106,BLIND,10040343,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1360x768,1345x647,,,,Demographics Questionnaire,4,,control,,,,set 2,Controls,ACCEPT,,No,Gender-text,
6,1704239740903,02/01/2024 23:55:40,1704239739899,0,02/01/2024 23:55:39,158033,3,questionnaire-4eaj,,33925106,BLIND,10040343,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1360x768,1345x647,,,,Demographics Questionnaire,4,,control,,,,set 2,Controls,ACCEPT,,No,footedness,Right
7,1704239740903,02/01/2024 23:55:40,1704239739900,0,02/01/2024 23:55:39,158033,3,questionnaire-4eaj,,33925106,BLIND,10040343,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1360x768,1345x647,,,,Demographics Questionnaire,4,,control,,,,set 2,Controls,ACCEPT,,No,footedness-quantised,2
8,1704239740903,02/01/2024 23:55:40,1704239739900,0,02/01/2024 23:55:39,158033,3,questionnaire-4eaj,,33925106,BLIND,10040343,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1360x768,1345x647,,,,Demographics Questionnaire,4,,control,,,,set 2,Controls,ACCEPT,,No,categorical_hand,Right
9,1704239740903,02/01/2024 23:55:40,1704239739900,0,02/01/2024 23:55:39,158033,3,questionnaire-4eaj,,33925106,BLIND,10040343,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1360x768,1345x647,,,,Demographics Questionnaire,4,,control,,,,set 2,Controls,ACCEPT,,No,categorical_hand-quantised,2
10,1704239740903,02/01/2024 23:55:40,1704239739900,0,02/01/2024 23:55:39,158033,3,questionnaire-4eaj,,33925106,BLIND,10040343,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 120.0.0.0,1360x768,1345x647,,,,Demographics Questionnaire,4,,control,,,,set 2,Controls,ACCEPT,,No,age_education,"No, the age (in years) at which I left full-time education is:"
