Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-8dr8,Randomise questionnaire elements?,Question Key,Response
1,1738437225299,01/02/2025 19:13:45,1738437225171,0,01/02/2025 19:13:45,201657,10,questionnaire-b47r,,42966413,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1024x1259,,,,Demographics Questionnaire,3,set2,No,BEGIN QUESTIONNAIRE,
2,1738437230883,01/02/2025 19:13:50,1738437230789,0,01/02/2025 19:13:50,201657,10,questionnaire-b47r,,42966413,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1024x1259,,,,Demographics Questionnaire,3,set2,No,Age,19
3,1738437230926,01/02/2025 19:13:50,1738437230791,0,01/02/2025 19:13:50,201657,10,questionnaire-b47r,,42966413,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1024x1259,,,,Demographics Questionnaire,3,set2,No,Gender,Woman
4,1738437230926,01/02/2025 19:13:50,1738437230791,0,01/02/2025 19:13:50,201657,10,questionnaire-b47r,,42966413,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1024x1259,,,,Demographics Questionnaire,3,set2,No,Gender-quantised,2
5,1738437230926,01/02/2025 19:13:50,1738437230791,0,01/02/2025 19:13:50,201657,10,questionnaire-b47r,,42966413,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1024x1259,,,,Demographics Questionnaire,3,set2,No,Gender-text,
6,1738437230926,01/02/2025 19:13:50,1738437230791,0,01/02/2025 19:13:50,201657,10,questionnaire-b47r,,42966413,BLIND,12524620,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.7,1024x1366,1024x1259,,,,Demographics Questionnaire,3,set2,No,END QUESTIONNAIRE,5620
1,1738439975301,01/02/2025 19:59:35,1738439973369,0,01/02/2025 19:59:33,201657,10,questionnaire-b47r,,42967029,BLIND,12524786,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,,Demographics Questionnaire,3,set1,No,BEGIN QUESTIONNAIRE,
2,1738439982016,01/02/2025 19:59:42,1738439980029,0,01/02/2025 19:59:40,201657,10,questionnaire-b47r,,42967029,BLIND,12524786,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,,Demographics Questionnaire,3,set1,No,Age,18
3,1738439982062,01/02/2025 19:59:42,1738439980032,0,01/02/2025 19:59:40,201657,10,questionnaire-b47r,,42967029,BLIND,12524786,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,,Demographics Questionnaire,3,set1,No,Gender,Woman
4,1738439982062,01/02/2025 19:59:42,1738439980032,0,01/02/2025 19:59:40,201657,10,questionnaire-b47r,,42967029,BLIND,12524786,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,,Demographics Questionnaire,3,set1,No,Gender-quantised,2
5,1738439982062,01/02/2025 19:59:42,1738439980032,0,01/02/2025 19:59:40,201657,10,questionnaire-b47r,,42967029,BLIND,12524786,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x730,,,,Demographics Questionnaire,3,set1,No,Gender-text,
