Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,checkpoint-u6qh,checkpoint-wwj4,checkpoint-75d5,branch-2gum,branch-dg21,branch-5lq7,Randomise questionnaire elements?,Question Key,Response
1,1735416601898,28/12/2024 20:10:01,1735416601813,0,28/12/2024 20:10:01,195194,10,questionnaire-z11e,,42215930,BLIND,12325443,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1735416605078,28/12/2024 20:10:05,1735416604919,0,28/12/2024 20:10:04,195194,10,questionnaire-z11e,,42215930,BLIND,12325443,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1470x956,1470x797,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,3106
1,1736894225193,14/01/2025 22:37:05,1736894225067,0,14/01/2025 22:37:05,195194,10,questionnaire-z11e,,42481764,BLIND,12395154,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,2560x1440,2560x1337,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1736894237123,14/01/2025 22:37:17,1736894237045,0,14/01/2025 22:37:17,195194,10,questionnaire-z11e,,42481764,BLIND,12395154,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,2560x1440,2545x1337,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,11978
1,1736897450744,14/01/2025 23:30:50,1736897452393,0,14/01/2025 23:30:52,195194,10,questionnaire-z11e,,42482456,BLIND,12395310,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x902,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1736897456339,14/01/2025 23:30:56,1736897457707,0,14/01/2025 23:30:57,195194,10,questionnaire-z11e,,42482456,BLIND,12395310,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1864x902,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,5314
1,1736961349273,15/01/2025 17:15:49,1736961349184,0,15/01/2025 17:15:49,195194,10,questionnaire-z11e,,42501171,BLIND,12400911,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1920x1080,1920x955,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1736961357737,15/01/2025 17:15:57,1736961357694,0,15/01/2025 17:15:57,195194,10,questionnaire-z11e,,42501171,BLIND,12400911,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1920x1080,1903x955,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,8510
1,1737048061039,16/01/2025 17:21:01,1737048070120,0,16/01/2025 17:21:10,195194,10,questionnaire-z11e,,42527317,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1879x936,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,BEGIN QUESTIONNAIRE,
2,1737048069446,16/01/2025 17:21:09,1737048078662,0,16/01/2025 17:21:18,195194,10,questionnaire-z11e,,42527317,BLIND,12408161,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 114.0.0.0,1920x1080,1864x936,Study,,,Information Sheet: Adults (AS),2,Consent,Study,Eligible,Eligible_ag,Eligible_ed,Eligible_la,No,END QUESTIONNAIRE,8542
